RG,NASC mês/ano,NOME,GEN,PAI,IPP DEP,IPP AC,IPP TOP,3P DEP,3P AC,3P TOP,STAY DEP,STAY AC,STAY TOP,MP120 DEP,MP120 AC,MP120 TOP,PE365 DEP,PE365 AC,PE365 TOP,NF 3P,NR 3P,MGTe VAL,MGTe AC,MGTe TOP,PAC DEP,PAC AC,PAC TOP,MP210 DEP,MP210 AC,MP210 TOP,P450 DEP,P450 AC,P450 TOP,NN 120,NRN 120,P120 DEP,P120 AC,P120 TOP,P210 DEP,P210 AC,P210 TOP,NF 210,NR 210,NF 450,NR 450,NF,PE365,NR,STAY,AOL DEP,AOL AC,AOL TOP,ACAB DEP,ACAB AC,ACAB TOP,US,MAR DEP,MAR AC,MAR TOP,MAR,ES DEP,ES AC,ES TOP,PS DEP,PS AC,PS TOP,MS DEP,MS AC,MS TOP,SAMS,CAR DEP,CAR AC,CAR TOP,IMS DEP,IMS AC,IMS TOP,IPM DEP,IPM AC,IPM TOP,MGTe_CR DEP,MGTe_CR AC,MGTe_CR TOP,MGTe_RE DEP,MGTe_RE AC,MGTe_RE TOP,MGTe_CO DEP,MGTe_CO AC,MGTe_CO TOP,MGTe_F1 DEP,MGTe_F1 AC,MGTe_F1 TOP,IPP,P365 DEP,P365 AC,P365 TOP
WKF 4,09/18,WKF4 ARABE,G,REMC 5326,,,,,,,,,,,,,,,,,,28.12,55,0.5%,,,,,,,30.27,78,2%,,,,,,,,,,,,,,,,,3.77,65,2%,0.30,62,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.80,71,1%,,,,,,,,,,
REM 10073,08/18,REM HOVER GEN ADT,G,REMC 9891,,,,,,,,,,,,,,,,,,27.25,61,1%,,,,,,,34.11,79,0.5%,,,,,,,,,,,,,,,,,3.05,69,3%,0.07,67,44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,74,1%,,,,,,,,,,
HORA 2920,07/17,GOLD DA HORA,G,REMC 5326,,,,,,,,,,,,,,,,,,27.33,73,1%,,,,,,,30.07,82,2%,,,,,,,,,,,,,,,,,3.57,80,2%,0.49,78,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.77,81,1%,,,,,,,,,,
CLRP 2193,11/18,NICOLETI DA CLR,G,REM A7,,,,,,,,,,,,,,,,,,30.53,57,0.5%,,,,,,,37.34,66,0.5%,,,,,,,,,,,,,,,,,1.33,65,12%,0.76,62,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.76,65,1%,,,,,,,,,,
HORA 3471,08/18,HERCULES DA HORA,G,RDM 7794,,,,,,,,,,,,,,,,,,25.92,72,2%,,,,,,,28.37,81,2%,,,,,,,,,,,,,,,,,4.58,78,0.5%,0.00,76,57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.65,79,1%,,,,,,,,,,
HORA 3631,10/18,HULK TE DA HORA,G,REM 8747,,,,,,,,,,,,,,,,,,25.67,71,2%,,,,,,,26.48,79,3%,,,,,,,,,,,,,,,,,3.84,77,1%,0.96,75,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.60,78,1%,,,,,,,,,,
REM A1936,10/17,REM GARANTIDO,G,REM A7,,,,,,,,,,,,,,,,,,26.54,82,1%,,,,,,,28.44,94,2%,,,,,,,,,,,,,,,,,3.12,91,3%,1.10,91,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.53,93,1%,,,,,,,,,,
RDM A1190,08/18,DESTINO MAT.,G,BRMG 2299,,,,,,,,,,,,,,,,,,26.46,38,1%,,,,,,,33.87,52,0.5%,,,,,,,,,,,,,,,,,2.33,50,5%,0.57,47,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.43,51,1%,,,,,,,,,,
AZAN 2193,09/17,RAM DA BELA,G,BONS 2612 -0.063,,,,,,,,,,,,,,,,,,75,1%,,,,,,,,85,2%,3.95,,,,,,,,,,,,,,,,,82,1%,0.96,81,2%,0.17,,81,7%,10.56,,,,,,,,,,,,68,22%,29.96,,,,,,,,,,,,,79,0.1%,26.90,,,,,,,
REM A1576,08/17,REM GALO GENETICA ADI,G,REM A7 -0.008,,,,,,,,,,,,,,,,,,79,1%,,,,,,,,91,1%,4.05,,,,,,,,,,,,,,,,,89,1%,0.93,88,2%,0.08,,85,20%,10.03,,,,,,,,,,,,76,45%,30.98,,,,,,,,,,,,,86,0.5%,27.11,,,,,,,
MDLO 997,07/18,F997 DA MDLO,G,REMC 5326 -0.109,,,,,,,,,,,,,,,,,,51,2%,,,,,,,,63,6%,4.49,,,,,,,,,,,,,,,,,60,0.5%,0.65,57,7%,0.19,,56,5%,9.77,,,,,,,,,,,,44,11%,22.58,,,,,,,,,,,,,56,0.5%,26.29,,,,,,,
REM A1763,09/17,REM GIBARRA,G,REMC 5326 -0.048,,,,,,,,,,,,,,,,,,62,4%,,,,,,,,73,21%,2.53,,,,,,,,,,,,,,,,,67,5%,1.42,64,0.5%,0.31,,69,1%,9.76,,,,,,,,,,,,58,28%,14.42,,,,,,,,,,,,,66,0.5%,22.94,,,,,,,
RDM 9978,07/17,CACIQUE MAT.,G,REMC 5326 -0.153,,,,,,,,,,,,,,,,,,83,2%,,,,,,,,88,5%,3.02,,,,,,,,,,,,,,,,,87,3%,0.99,86,2%,0.11,,87,14%,9.63,,,,,,,,,,,,81,5%,23.18,,,,,,,,,,,,,86,0.5%,25.26,,,,,,,
SINO 1730,01/19,EL ZORRERO SINO,G,REM A7 -0.043,,,,,,,,,,,,,,,,,,79,0.5%,,,,,,,,92,0.5%,4.91,,,,,,,,,,,,,,,,,92,0.5%,0.40,92,16%,0.06,,89,25%,9.61,,,,,,,,,,,,80,29%,35.92,,,,,,,,,,,,,89,0.5%,28.33,,,,,,,
FGP 9577,07/19,FENDER FIV GUADALUPE,G,REMC 8053 -0.067,,,,,,,,,,,,,,,,,,71,2%,,,,,,,,78,6%,5.24,,,,,,,,,,,,,,,,,77,0.5%,0.48,75,12%,0.11,,78,14%,9.45,,,,,,,,,,,,68,21%,22.83,,,,,,,,,,,,,75,0.5%,25.32,,,,,,,
REMC A2860,09/19,REM INSTRUTOR GEN. AD,G,REMC A923 -0.123,,,,,,,,,,,,,,,,,,64,2%,,,,,,,,72,2%,4.87,,,,,,,,,,,,,,,,,72,0.5%,0.35,70,18%,0.09,,74,18%,9.39,,,,,,,,,,,,63,8%,28.30,,,,,,,,,,,,,70,0.5%,25.53,,,,,,,
XIKU 5046,05/18,DORAVANTE,G,REM 8747 -0.066,,,,,,,,,,,,,,,,,,56,3%,,,,,,,,70,5%,4.28,,,,,,,,,,,,,,,,,70,1%,0.65,68,7%,0.19,,58,5%,9.37,,,,,,,,,,,,46,21%,23.71,,,,,,,,,,,,,64,0.5%,23.61,,,,,,,
FVC 12335,07/17,ROCK FIV FVC,G,REMC 5326 -0.123,,,,,,,,,,,,,,,,,,59,2%,,,,,,,,67,4%,3.94,,,,,,,,,,,,,,,,,68,1%,0.71,65,5%,0.03,,68,33%,9.32,,,,,,,,,,,,56,8%,25.19,,,,,,,,,,,,,65,0.5%,25.42,,,,,,,
RDM A1687,10/18,DEL DIABLO MAT.,G,REMC 5326 -0.114,,,,,,,,,,,,,,,,,,60,1%,,,,,,,,69,3%,3.15,,,,,,,,,,,,,,,,,69,3%,0.89,66,3%,0.05,,68,27%,9.22,,,,,,,,,,,,59,10%,25.99,,,,,,,,,,,,,66,0.5%,26.85,,,,,,,
OROP 1961,08/17,OCASO OROITE,G,REM 8933 -0.025,,,,,,,,,,,,,,,,,,54,4%,,,,,,,,64,1%,3.98,,,,,,,,,,,,,,,,,62,1%,0.65,58,7%,0.08,,61,20%,9.15,,,,,,,,,,,,49,37%,31.59,,,,,,,,,,,,,59,0.5%,23.08,,,,,,,
REM A2065,10/17,REM GPS,G,REM 6447 -0.021,,,,,,,,,,,,,,,,,,76,2%,,,,,,,,85,1%,5.47,,,,,,,,,,,,,,,,,85,0.1%,0.24,83,26%,0.09,,80,18%,9.13,,,,,,,,,,,,71,39%,30.85,,,,,,,,,,,,,81,0.5%,25.64,,,,,,,
REMC 9185,08/15,REM EL ESPANHOL,G,REMC 5326 -0.142,,,,,,,,,,,,,,,,,,76,2%,,,,,,,,85,6%,6.18,,,,,,,,,,,,,,,,,83,0.1%,0.06,81,46%,0.00,,80,45%,9.10,,,,,,,,,,,,70,6%,22.58,,,,,,,,,,,,,80,0.5%,25.41,,,,,,,
ACNP 3494,08/18,CARTER J MACHADO,G,REM A7 -0.101,,,,,,,,,,,,,,,,,,58,1%,,,,,,,,68,4%,4.21,,,,,,,,,,,,,,,,,66,1%,0.56,63,9%,0.08,,66,20%,9.05,,,,,,,,,,,,55,12%,25.25,,,,,,,,,,,,,63,0.5%,26.44,,,,,,,
CPRO 11434,10/18,ADHEFF AGROPEVA,G,REM A7 -0.016,,,,,,,,,,,,,,,,,,45,0.5%,,,,,,,,64,2%,4.58,,,,,,,,,,,,,,,,,46,0.5%,0.50,42,11%,0.03,,47,33%,8.90,,,,,,,,,,,,36,41%,30.05,,,,,,,,,,,,,46,0.5%,29.51,,,,,,,
FSIM 2463,09/16,FSIM 2463,G,LEM 430 -0.028,,,,,,,,,,,,,,,,,,44,2%,,,,,,,,58,2%,4.48,,,,,,,,,,,,,,,,,54,0.5%,0.44,51,14%,0.09,,55,18%,8.76,,,,,,,,,,,,30,35%,29.19,,,,,,,,,,,,,49,0.5%,25.88,,,,,,,
LCCF 440,08/17,COCHILO DA ARZ,G,REMC 5326 -0.165,,,,,,,,,,,,,,,,,,42,1%,,,,,,,,60,4%,4.80,,,,,,,,,,,,,,,,,49,0.5%,0.17,46,32%,0.12,,43,13%,8.76,,,,,,,,,,,,27,4%,24.64,,,,,,,,,,,,,45,0.5%,27.44,,,,,,,
AZAP 2549,08/18,SCUBA FIV DA BELA,G,REMC 9375 -0.154,,,,,,,,,,,,,,,,,,70,0.5%,,,,,,,,78,0.5%,3.21,,,,,,,,,,,,,,,,,77,2%,0.44,75,14%,0.05,,77,27%,8.60,,,,,,,,,,,,68,4%,33.63,,,,,,,,,,,,,75,0.5%,28.29,,,,,,,
PAU 3445,09/16,3445 FIV DA PAULETE,G,REMC 5326 -0.022,,,,,,,,,,,,,,,,,,47,1%,,,,,,,,59,2%,2.45,,,,,,,,,,,,,,,,,57,5%,0.85,54,3%,0.21,,50,4%,8.56,,,,,,,,,,,,39,38%,30.34,,,,,,,,,,,,,52,0.5%,26.94,,,,,,,
REM 5589,09/09,REM UPONIC,G,REM 4237 -0.042,,,,,,,,,,,,,,,,,,87,6%,,,,,,,,92,17%,2.16,,,,,,,,,,,,,,,,,90,6%,1.21,90,0.5%,0.22,,85,3%,8.53,,,,,,,,,,,,73,30%,16.17,,,,,,,,,,,,,86,0.5%,21.35,,,,,,,
MNS 8377,06/17,8377 FIV ALO BRASIL,G,REMC 5326 -0.058,,,,,,,,,,,,,,,,,,55,2%,,,,,,,,63,2%,4.15,,,,,,,,,,,,,,,,,64,1%,0.39,61,16%,0.05,,62,27%,8.33,,,,,,,,,,,,50,24%,28.86,,,,,,,,,,,,,60,1%,25.97,,,,,,,
ACNP 2529,07/15,ZULU J MACHADO,G,REMC 3462 -0.078,,,,,,,,,,,,,,,,,,62,6%,,,,,,,,73,13%,3.23,,,,,,,,,,,,,,,,,66,2%,0.91,63,3%,0.00,,66,45%,8.32,,,,,,,,,,,,55,18%,17.77,,,,,,,,,,,,,64,1%,20.83,,,,,,,
CSCN 15658,08/16,NAVIRAI FIV SURREAL,G,REMC 5326 -0.112,,,,,,,,,,,,,,,,,,76,10%,,,,,,,,86,16%,2.59,,,,,,,,,,,,,,,,,82,4%,0.97,81,2%,0.07,,80,22%,8.20,,,,,,,,,,,,69,10%,16.30,,,,,,,,,,,,,80,1%,18.68,,,,,,,
ACNP 3146,07/17,BELO J MACHADO,G,REMC 5326 -0.188,,,,,,,,,,,,,,,,,,85,2%,,,,,,,,95,2%,2.68,,,,,,,,,,,,,,,,,94,4%,0.40,94,16%,0.19,,92,5%,8.18,,,,,,,,,,,,83,2%,29.19,,,,,,,,,,,,,92,1%,26.33,,,,,,,
GCL 4521,09/16,ECHELON FIV VARRELA,G,REMC 5326 -0.104,,,,,,,,,,,,,,,,,,68,11%,,,,,,,,77,2%,2.67,,,,,,,,,,,,,,,,,76,4%,0.39,74,16%,0.25,,77,2%,7.81,,,,,,,,,,,,67,12%,30.11,,,,,,,,,,,,,74,1%,18.36,,,,,,,
HORA 3471,08/18,HERCULES DA HORA,G,RDM 7794 -0.112,,,,,,,,,,,,,,,,,,72,2%,,,,,,,,81,2%,4.58,,,,,,,,,,,,,,,,,78,0.5%,0.00,76,57%,0.08,,78,20%,7.80,,,,,,,,,,,,68,10%,28.37,,,,,,,,,,,,,76,1%,25.92,,,,,,,
PAU 2753,10/14,2753 DA PAULETE,G,PAU 1717 -0.007,,,,,,,,,,,,,,,,,,73,5%,,,,,,,,83,4%,3.52,,,,,,,,,,,,,,,,,82,2%,0.60,80,8%,0.05,,80,27%,7.79,,,,,,,,,,,,69,46%,25.14,,,,,,,,,,,,,79,1%,21.83,,,,,,,
JRBT B6061,11/16,MANDAO JR TAR,G,REMC 5326 -0.061,,,,,,,,,,,,,,,,,,83,0.5%,,,,,,,,88,4%,4.69,,,,,,,,,,,,,,,,,86,0.5%,0.14,84,35%,0.07,,86,22%,7.77,,,,,,,,,,,,81,23%,25.31,,,,,,,,,,,,,85,1%,28.26,,,,,,,
PHOC 1062,08/18,OSIRIS FIV STM,G,REMC 5326 -0.014,,,,,,,,,,,,,,,,,,71,0.5%,,,,,,,,77,2%,3.79,,,,,,,,,,,,,,,,,76,2%,0.28,74,23%,0.18,,77,6%,7.68,,,,,,,,,,,,68,42%,29.31,,,,,,,,,,,,,74,1%,28.72,,,,,,,
EAO A748,08/14,TRUNFO FIV DA EAO,G,IZSN A977 -0.027,,,,,,,,,,,,,,,,,,73,3%,,,,,,,,81,6%,3.51,,,,,,,,,,,,,,,,,80,2%,0.52,78,10%,0.11,,77,14%,7.63,,,,,,,,,,,,68,36%,23.09,,,,,,,,,,,,,77,1%,23.37,,,,,,,
CSCF 4553,12/17,4553 FIV DE NAV.,G,REMC 5326 -0.008,,,,,,,,,,,,,,,,,,52,2%,,,,,,,,67,2%,2.98,,,,,,,,,,,,,,,,,56,3%,0.54,53,10%,0.12,,57,13%,7.56,,,,,,,,,,,,44,45%,29.00,,,,,,,,,,,,,55,1%,26.09,,,,,,,
API 4253,10/17,BANGALORE DO API,G,API 1434 -0.010,,,,,,,,,,,,,,,,,,52,4%,,,,,,,,64,4%,4.98,,,,,,,,,,,,,,,,,63,0.5%,0.04,60,49%,0.15,,56,9%,7.55,,,,,,,,,,,,44,44%,24.92,,,,,,,,,,,,,58,1%,22.52,,,,,,,
JHVM 16291,08/17,GLOBO FIV CAMPARINO,G,REMC 5326 -0.147,,,,,,,,,,,,,,,,,,73,12%,,,,,,,,81,11%,2.84,,,,,,,,,,,,,,,,,82,3%,0.52,80,10%,0.15,,77,9%,7.54,,,,,,,,,,,,68,5%,18.88,,,,,,,,,,,,,78,1%,17.75,,,,,,,
HORA 2926,08/17,GATILHO DA HORA,G,REMC 5326 -0.076,,,,,,,,,,,,,,,,,,76,5%,,,,,,,,85,10%,3.36,,,,,,,,,,,,,,,,,82,2%,0.50,80,11%,0.13,,78,11%,7.50,,,,,,,,,,,,69,19%,19.46,,,,,,,,,,,,,79,1%,21.97,,,,,,,
RDM A3064,09/19,ESTORIL  MAT.,G,BONS 3108 -0.009,,,,,,,,,,,,,,,,,,74,1%,,,,,,,,81,4%,3.53,,,,,,,,,,,,,,,,,79,2%,0.47,77,12%,0.12,,80,13%,7.49,,,,,,,,,,,,72,45%,24.36,,,,,,,,,,,,,78,1%,26.76,,,,,,,
EAO A6528,07/17,ALQUIMISTA DA EAO,G,REMC 5326 -0.091,,,,,,,,,,,,,,,,,,77,10%,,,,,,,,89,28%,2.50,,,,,,,,,,,,,,,,,86,5%,0.82,85,4%,0.19,,85,5%,7.44,,,,,,,,,,,,75,15%,12.32,,,,,,,,,,,,,84,1%,18.80,,,,,,,
REMC A208,07/16,REM FOTO,G,REM 8933 -0.107,,,,,,,,,,,,,,,,,,55,5%,,,,,,,,65,7%,1.97,,,,,,,,,,,,,,,,,64,7%,0.77,60,4%,0.10,,63,16%,7.41,,,,,,,,,,,,51,11%,22.10,,,,,,,,,,,,,61,2%,21.88,,,,,,,
GRI B6777,07/17,B6777 DA S.NICE,G,REMC 5326 -0.040,,,,,,,,,,,,,,,,,,76,2%,,,,,,,,84,4%,3.82,,,,,,,,,,,,,,,,,83,1%,0.36,81,18%,0.03,,83,33%,7.37,,,,,,,,,,,,74,31%,24.48,,,,,,,,,,,,,81,2%,25.78,,,,,,,
MOQM 297,07/18,FOLK FIV DA MOQUEM,G,REMC 5326 -0.121,,,,,,,,,,,,,,,,,,58,3%,,,,,,,,66,4%,3.57,,,,,,,,,,,,,,,,,67,2%,0.26,64,24%,0.02,,67,37%,7.37,,,,,,,,,,,,55,9%,25.54,,,,,,,,,,,,,64,2%,24.41,,,,,,,
REM A1763,09/17,REM GIBARRA,G,REMC 5326 -0.048,,,,,,,,,,,,,,,,,,62,4%,,,,,,,,73,21%,2.53,,,,,,,,,,,,,,,,,67,5%,1.42,64,0.5%,0.31,,69,1%,11.18,,,,,,,,,,,,58,28%,14.42,,,,,,,,,,,,,,,,66,0.1%,22.94,,,,
AZAN 2193,09/17,RAM DA BELA,G,BONS 2612 -0.063,,,,,,,,,,,,,,,,,,75,1%,,,,,,,,85,2%,3.95,,,,,,,,,,,,,,,,,82,1%,0.96,81,2%,0.17,,81,7%,10.86,,,,,,,,,,,,68,22%,29.96,,,,,,,,,,,,,,,,80,0.1%,26.90,,,,
REM A1576,08/17,REM GALO GENETICA ADI,G,REM A7 -0.008,,,,,,,,,,,,,,,,,,79,1%,,,,,,,,91,1%,4.05,,,,,,,,,,,,,,,,,89,1%,0.93,88,2%,0.08,,85,20%,10.23,,,,,,,,,,,,76,45%,30.98,,,,,,,,,,,,,,,,86,0.5%,27.11,,,,
RDM 9978,07/17,CACIQUE MAT.,G,REMC 5326 -0.153,,,,,,,,,,,,,,,,,,83,2%,,,,,,,,88,5%,3.02,,,,,,,,,,,,,,,,,87,3%,0.99,86,2%,0.11,,87,14%,10.06,,,,,,,,,,,,81,5%,23.18,,,,,,,,,,,,,,,,86,0.5%,25.26,,,,
REM 5589,09/09,REM UPONIC,G,REM 4237 -0.042,,,,,,,,,,,,,,,,,,87,6%,,,,,,,,92,17%,2.16,,,,,,,,,,,,,,,,,90,6%,1.21,90,0.5%,0.22,,85,3%,9.69,,,,,,,,,,,,73,30%,16.17,,,,,,,,,,,,,,,,87,0.5%,21.35,,,,
MDLO 997,07/18,F997 DA MDLO,G,REMC 5326 -0.109,,,,,,,,,,,,,,,,,,51,2%,,,,,,,,63,6%,4.49,,,,,,,,,,,,,,,,,60,0.5%,0.65,57,7%,0.19,,56,5%,9.52,,,,,,,,,,,,44,11%,22.58,,,,,,,,,,,,,,,,56,0.5%,26.29,,,,
RDM A1687,10/18,DEL DIABLO MAT.,G,REMC 5326 -0.114,,,,,,,,,,,,,,,,,,60,1%,,,,,,,,69,3%,3.15,,,,,,,,,,,,,,,,,69,3%,0.89,66,3%,0.05,,68,27%,9.46,,,,,,,,,,,,59,10%,25.99,,,,,,,,,,,,,,,,66,0.5%,26.85,,,,
XIKU 5046,05/18,DORAVANTE,G,REM 8747 -0.066,,,,,,,,,,,,,,,,,,56,3%,,,,,,,,70,5%,4.28,,,,,,,,,,,,,,,,,70,1%,0.65,68,7%,0.19,,58,5%,9.21,,,,,,,,,,,,46,21%,23.71,,,,,,,,,,,,,,,,64,0.5%,23.61,,,,
PAU 3445,09/16,3445 FIV DA PAULETE,G,REMC 5326 -0.022,,,,,,,,,,,,,,,,,,47,1%,,,,,,,,59,2%,2.45,,,,,,,,,,,,,,,,,57,5%,0.85,54,3%,0.21,,50,4%,9.20,,,,,,,,,,,,39,38%,30.34,,,,,,,,,,,,,,,,52,0.5%,26.94,,,,
FVC 12335,07/17,ROCK FIV FVC,G,REMC 5326 -0.123,,,,,,,,,,,,,,,,,,59,2%,,,,,,,,67,4%,3.94,,,,,,,,,,,,,,,,,68,1%,0.71,65,5%,0.03,,68,33%,9.09,,,,,,,,,,,,56,8%,25.19,,,,,,,,,,,,,,,,65,0.5%,25.42,,,,
OROP 1961,08/17,OCASO OROITE,G,REM 8933 -0.025,,,,,,,,,,,,,,,,,,54,4%,,,,,,,,64,1%,3.98,,,,,,,,,,,,,,,,,62,1%,0.65,58,7%,0.08,,61,20%,8.99,,,,,,,,,,,,49,37%,31.59,,,,,,,,,,,,,,,,59,0.5%,23.08,,,,
SINO 1730,01/19,EL ZORRERO SINO,G,REM A7 -0.043,,,,,,,,,,,,,,,,,,79,0.5%,,,,,,,,92,0.5%,4.91,,,,,,,,,,,,,,,,,92,0.5%,0.40,92,16%,0.06,,89,25%,8.86,,,,,,,,,,,,80,29%,35.92,,,,,,,,,,,,,,,,90,0.5%,28.33,,,,
FGP 9577,07/19,FENDER FIV GUADALUPE,G,REMC 8053 -0.067,,,,,,,,,,,,,,,,,,71,2%,,,,,,,,78,6%,5.24,,,,,,,,,,,,,,,,,77,0.5%,0.48,75,12%,0.11,,78,14%,8.74,,,,,,,,,,,,68,21%,22.83,,,,,,,,,,,,,,,,75,0.5%,25.32,,,,
CSCN 15658,08/16,NAVIRAI FIV SURREAL,G,REMC 5326 -0.112,,,,,,,,,,,,,,,,,,76,10%,,,,,,,,86,16%,2.59,,,,,,,,,,,,,,,,,82,4%,0.97,81,2%,0.07,,80,22%,8.71,,,,,,,,,,,,69,10%,16.30,,,,,,,,,,,,,,,,80,0.5%,18.68,,,,
ELGE 3910,08/15,3910 DA ELGE,,LBMN D1484 -0.034,,,,,,,,,,,,,,,,,,49,12%,,,,,,,,68,15%,0.80,,,,,,,,,,,,,,,,,70,18%,1.16,68,1%,0.27,,68,2%,8.68,,,,,,,,,,,,8,33%,17.08,,,,,,,,,,,,,,,,58,0.5%,17.67,,,,
ACNP 3494,08/18,CARTER J MACHADO,G,REM A7 -0.101,,,,,,,,,,,,,,,,,,58,1%,,,,,,,,68,4%,4.21,,,,,,,,,,,,,,,,,66,1%,0.56,63,9%,0.08,,66,20%,8.64,,,,,,,,,,,,55,12%,25.25,,,,,,,,,,,,,,,,64,0.5%,26.44,,,,
ACNP 2529,07/15,ZULU J MACHADO,G,REMC 3462 -0.078,,,,,,,,,,,,,,,,,,62,6%,,,,,,,,73,13%,3.23,,,,,,,,,,,,,,,,,66,2%,0.91,63,3%,0.00,,66,45%,8.55,,,,,,,,,,,,55,18%,17.77,,,,,,,,,,,,,,,,64,0.5%,20.83,,,,
REMC A2860,09/19,REM INSTRUTOR GEN. AD,G,REMC A923 -0.123,,,,,,,,,,,,,,,,,,64,2%,,,,,,,,72,2%,4.87,,,,,,,,,,,,,,,,,72,0.5%,0.35,70,18%,0.09,,74,18%,8.54,,,,,,,,,,,,63,8%,28.30,,,,,,,,,,,,,,,,70,0.5%,25.53,,,,
CPRO 11434,10/18,ADHEFF AGROPEVA,G,REM A7 -0.016,,,,,,,,,,,,,,,,,,45,0.5%,,,,,,,,64,2%,4.58,,,,,,,,,,,,,,,,,46,0.5%,0.50,42,11%,0.03,,47,33%,8.35,,,,,,,,,,,,36,41%,30.05,,,,,,,,,,,,,,,,46,1%,29.51,,,,
AZAP 2549,08/18,SCUBA FIV DA BELA,G,REMC 9375 -0.154,,,,,,,,,,,,,,,,,,70,0.5%,,,,,,,,78,0.5%,3.21,,,,,,,,,,,,,,,,,77,2%,0.44,75,14%,0.05,,77,27%,8.22,,,,,,,,,,,,68,4%,33.63,,,,,,,,,,,,,,,,75,1%,28.29,,,,
FSIM 2463,09/16,FSIM 2463,G,LEM 430 -0.028,,,,,,,,,,,,,,,,,,44,2%,,,,,,,,58,2%,4.48,,,,,,,,,,,,,,,,,54,0.5%,0.44,51,14%,0.09,,55,18%,8.22,,,,,,,,,,,,30,35%,29.19,,,,,,,,,,,,,,,,50,1%,25.88,,,,
FVC 10971,10/15,CIFRAO FVC,G,LBMN D4685 -0.175,,,,,,,,,,,,,,,,,,77,12%,,,,,,,,88,21%,1.09,,,,,,,,,,,,,,,,,83,15%,1.07,82,1%,0.03,,82,33%,8.15,,,,,,,,,,,,68,3%,14.41,,,,,,,,,,,,,,,,81,1%,17.67,,,,
REM A2065,10/17,REM GPS,G,REM 6447 -0.021,,,,,,,,,,,,,,,,,,76,2%,,,,,,,,85,1%,5.47,,,,,,,,,,,,,,,,,85,0.1%,0.24,83,26%,0.09,,80,18%,8.08,,,,,,,,,,,,71,39%,30.85,,,,,,,,,,,,,,,,81,1%,25.64,,,,
ACNP 3146,07/17,BELO J MACHADO,G,REMC 5326 -0.188,,,,,,,,,,,,,,,,,,85,2%,,,,,,,,95,2%,2.68,,,,,,,,,,,,,,,,,94,4%,0.40,94,16%,0.19,,92,5%,8.00,,,,,,,,,,,,83,2%,29.19,,,,,,,,,,,,,,,,92,1%,26.33,,,,
MNS 9399,08/18,TABU DA ALO BRASIL,G,BRMG 2299 -0.004,,,,,,,,,,,,,,,,,,53,2%,,,,,,,,64,9%,0.63,,,,,,,,,,,,,,,,,60,21%,1.23,57,0.5%,0.00,,60,45%,7.99,,,,,,,,,,,,48,48%,20.48,,,,,,,,,,,,,,,,58,1%,24.55,,,,
EAO A6528,07/17,ALQUIMISTA DA EAO,G,REMC 5326 -0.091,,,,,,,,,,,,,,,,,,77,10%,,,,,,,,89,28%,2.50,,,,,,,,,,,,,,,,,86,5%,0.82,85,4%,0.19,,85,5%,7.94,,,,,,,,,,,,75,15%,12.32,,,,,,,,,,,,,,,,84,1%,18.80,,,,
CSCR 1135,09/17,TAJ FIV DE NAVIRAI,G,CSCN 14076 -0.036,,,,,,,,,,,,,,,,,,74,2%,,,,,,,,83,0.5%,1.23,,,,,,,,,,,,,,,,,80,13%,0.80,78,4%,0.07,,78,22%,7.88,,,,,,,,,,,,68,32%,33.38,,,,,,,,,,,,,,,,78,1%,24.61,,,,
REM 10447,11/18,REM HERCULES,G,REM 8933 -0.011,,,,,,,,,,,,,,,,,,70,0.1%,,,,,,,,78,0.1%,0.60,,,,,,,,,,,,,,,,,76,21%,0.75,74,5%,0.19,,77,5%,7.88,,,,,,,,,,,,68,44%,38.16,,,,,,,,,,,,,,,,74,1%,31.13,,,,
REMC A208,07/16,REM FOTO,G,REM 8933 -0.107,,,,,,,,,,,,,,,,,,55,5%,,,,,,,,65,7%,1.97,,,,,,,,,,,,,,,,,64,7%,0.77,60,4%,0.10,,63,16%,7.87,,,,,,,,,,,,51,11%,22.10,,,,,,,,,,,,,,,,61,1%,21.88,,,,
GCL 4521,09/16,ECHELON FIV VARRELA,G,REMC 5326 -0.104,,,,,,,,,,,,,,,,,,68,11%,,,,,,,,77,2%,2.67,,,,,,,,,,,,,,,,,76,4%,0.39,74,16%,0.25,,77,2%,7.77,,,,,,,,,,,,67,12%,30.11,,,,,,,,,,,,,,,,74,1%,18.36,,,,
MNS 8377,06/17,8377 FIV ALO BRASIL,G,REMC 5326 -0.058,,,,,,,,,,,,,,,,,,55,2%,,,,,,,,63,2%,4.15,,,,,,,,,,,,,,,,,64,1%,0.39,61,16%,0.05,,62,27%,7.73,,,,,,,,,,,,50,24%,28.86,,,,,,,,,,,,,,,,60,1%,25.97,,,,
